OBJECTID,GL_String,Fund,Fund_Name,Department,Department_Name,Object,Object_Name,Adopted_Budget,Fiscal_Year
4523,1000-30-30-3050-305023-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,1200,2021
4524,1000-30-30-3040-304041-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,1100,2021
4525,1000-30-30-3030-303022-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,1000,2021
4526,1000-30-30-3040-304018-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,1000,2021
4527,1000-30-30-3040-304033-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,1000,2021
4528,1000-30-30-3050-305017-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,1000,2021
4529,1000-30-30-3050-305022-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,1000,2021
4530,1000-30-30-3060-306003-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,1000,2021
4531,1000-30-30-3060-306006-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,1000,2021
4532,1000-30-30-3020-302051-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,600,2021
4533,1000-30-30-3010-301002-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,500,2021
4534,1000-30-30-3010-301025-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,500,2021
4535,1000-30-30-3030-303012-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,500,2021
4536,1000-30-30-3050-305025-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,400,2021
4537,1000-30-30-3060-306044-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,200,2021
4538,1000-30-30-3050-305002-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,100,2021
4539,1000-30-30-3050-305016-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,100,2021
4540,1000-30-30-3050-305018-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,100,2021
4541,1000-30-30-3050-305020-000000-000-522210,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522210,522210 Specialty Departmental Supplie,100,2021
4542,1000-31-30-3160-000000-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,518225,2021
4543,1000-31-30-3160-316040-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,95000,2021
4544,1000-31-30-3170-000000-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,86000,2021
4545,1000-31-30-3160-316030-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,50000,2021
4546,1000-31-30-3190-000000-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,36300,2021
4547,1000-31-30-3110-311022-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,30627,2021
4548,1000-31-30-3150-000000-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,19600,2021
4549,1000-31-30-3120-000000-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,17100,2021
4550,1000-31-30-3110-311010-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,11900,2021
4551,1000-31-30-3130-000000-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,9000,2021
4552,1000-31-30-3110-311070-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,8000,2021
4553,1000-31-30-3180-000000-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,8000,2021
4554,1000-31-30-3110-311020-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,5000,2021
4555,1000-31-30-3140-000000-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,5000,2021
4556,1000-31-30-3110-311080-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,3350,2021
4557,1000-31-30-3110-311090-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,2500,2021
4558,1000-31-30-3110-311025-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,2250,2021
4559,1000-31-30-3110-311040-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,450,2021
4560,1000-31-30-3110-311030-000000-000-522210,1000,1000 General Fund,31,31 Fire,522210,522210 Specialty Departmental Supplie,100,2021
4561,6000-40-40-4070-407000-000000-981-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,170402,2021
4562,6000-40-40-4030-403020-000000-978-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,56500,2021
4563,6000-40-40-4030-403011-000000-972-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,36954,2021
4564,6000-40-40-4020-402020-000000-985-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,25000,2021
4565,6000-40-40-4030-403040-000000-974-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,22500,2021
4566,6000-40-40-4055-405530-000000-981-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,22500,2021
4567,6000-40-40-4080-408010-000000-981-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,20000,2021
4568,6000-40-40-4030-403010-000000-985-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,9400,2021
4569,6000-40-40-4010-401013-000000-985-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,8000,2021
4570,6000-40-40-4010-401030-000000-981-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,6500,2021
4571,6000-40-40-4055-405530-000000-974-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,6000,2021
4572,6000-40-40-4055-405510-000000-981-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,3500,2021
4573,6000-40-40-4010-401011-000000-981-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,3000,2021
4574,6000-40-40-4010-401012-000000-981-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,2000,2021
4575,6000-40-40-4030-403090-000000-985-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,1250,2021
4576,6000-40-40-4010-401010-000000-981-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,1000,2021
4577,6000-40-40-4020-402000-000000-981-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,1000,2021
4578,6000-40-40-4030-403050-000000-985-522210,6000,6000 Airport Operating,40,40 Aviation,522210,522210 Specialty Departmental Supplie,800,2021
4579,6100-41-41-4170-417010-000000-000-522210,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522210,522210 Specialty Departmental Supplie,20700,2021
4580,6100-41-41-4160-416012-000000-000-522210,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522210,522210 Specialty Departmental Supplie,15000,2021
4581,6100-41-41-4150-415012-000000-000-522210,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522210,522210 Specialty Departmental Supplie,12000,2021
4582,6100-41-41-4160-416011-000000-000-522210,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522210,522210 Specialty Departmental Supplie,9300,2021
4583,6100-41-41-4120-412020-000000-000-522210,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522210,522210 Specialty Departmental Supplie,2900,2021
4584,6100-41-41-4110-411060-000000-000-522210,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522210,522210 Specialty Departmental Supplie,2800,2021
4585,6100-41-41-4160-416013-000000-000-522210,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522210,522210 Specialty Departmental Supplie,2500,2021
4586,6100-41-41-4140-414020-000000-000-522210,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522210,522210 Specialty Departmental Supplie,1500,2021
4587,6100-41-41-4130-413001-000000-000-522210,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522210,522210 Specialty Departmental Supplie,1000,2021
4588,6100-41-41-4160-416010-000000-000-522210,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522210,522210 Specialty Departmental Supplie,500,2021
4589,1000-42-42-4230-428360-000000-000-522210,1000,1000 General Fund,42,42 Transportation,522210,522210 Specialty Departmental Supplie,23500,2021
4590,1000-42-42-4270-420790-000000-000-522210,1000,1000 General Fund,42,42 Transportation,522210,522210 Specialty Departmental Supplie,10000,2021
4591,1000-42-42-4270-426550-000000-000-522210,1000,1000 General Fund,42,42 Transportation,522210,522210 Specialty Departmental Supplie,10000,2021
4592,1000-42-42-4270-428850-000000-000-522210,1000,1000 General Fund,42,42 Transportation,522210,522210 Specialty Departmental Supplie,10000,2021
4593,1000-42-42-4230-423570-000000-000-522210,1000,1000 General Fund,42,42 Transportation,522210,522210 Specialty Departmental Supplie,5000,2021
4594,1000-42-42-4210-423500-000000-000-522210,1000,1000 General Fund,42,42 Transportation,522210,522210 Specialty Departmental Supplie,1850,2021
4595,1000-42-42-4220-428890-000000-000-522210,1000,1000 General Fund,42,42 Transportation,522210,522210 Specialty Departmental Supplie,1000,2021
4596,1000-42-42-4230-428320-000000-000-522210,1000,1000 General Fund,42,42 Transportation,522210,522210 Specialty Departmental Supplie,500,2021
4597,1000-42-42-4230-428350-000000-000-522210,1000,1000 General Fund,42,42 Transportation,522210,522210 Specialty Departmental Supplie,500,2021
4598,1000-50-50-5010-500810-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,669390,2021
4599,1000-50-50-5060-000000-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,198188,2021
4600,1000-50-50-5050-509910-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,50000,2021
4601,1000-50-50-5050-502000-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,25000,2021
4602,1000-50-50-5040-503575-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,24160,2021
4603,1000-50-50-5010-501010-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,10000,2021
4604,1000-50-50-5020-502012-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,10000,2021
4605,1000-50-50-5020-508520-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,10000,2021
4606,1000-50-50-5050-501050-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,7050,2021
4607,1000-50-50-5020-501580-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,5000,2021
4608,1000-50-50-5030-503010-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,5000,2021
4609,1000-50-50-5050-500740-000000-000-522210,1000,1000 General Fund,50,50 Solid Waste Services,522210,522210 Specialty Departmental Supplie,4000,2021
4610,1000-60-61-6020-000000-000000-000-522210,1000,1000 General Fund,60,"60 Planning, Design & Development",522210,522210 Specialty Departmental Supplie,8099,2021
4611,1000-60-61-6015-000000-000000-000-522210,1000,1000 General Fund,60,"60 Planning, Design & Development",522210,522210 Specialty Departmental Supplie,5873,2021
4612,1000-60-61-6025-000000-000000-000-522210,1000,1000 General Fund,60,"60 Planning, Design & Development",522210,522210 Specialty Departmental Supplie,5226,2021
4613,1000-60-61-6010-000000-000000-000-522210,1000,1000 General Fund,60,"60 Planning, Design & Development",522210,522210 Specialty Departmental Supplie,4000,2021
4614,1000-60-61-6075-000000-000000-000-522210,1000,1000 General Fund,60,"60 Planning, Design & Development",522210,522210 Specialty Departmental Supplie,3350,2021
4615,1000-61-61-6140-000000-000000-000-522210,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522210,522210 Specialty Departmental Supplie,73900,2021
4616,1000-61-61-6110-000000-000000-000-522210,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522210,522210 Specialty Departmental Supplie,30630,2021
4617,1000-61-13-6111-000000-000000-000-522210,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522210,522210 Specialty Departmental Supplie,25800,2021
4618,1000-61-61-6160-000000-000000-000-522210,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522210,522210 Specialty Departmental Supplie,8782,2021
4619,1000-61-61-6170-000000-000000-000-522210,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522210,522210 Specialty Departmental Supplie,8410,2021
4620,1000-61-61-6130-000000-000000-000-522210,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522210,522210 Specialty Departmental Supplie,5975,2021
4621,1000-61-61-6120-000000-000000-000-522210,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522210,522210 Specialty Departmental Supplie,1344,2021
4622,1000-62-61-6250-000000-000000-000-522210,1000,1000 General Fund,62,62 Economic Development,522210,522210 Specialty Departmental Supplie,27950,2021
4623,6200-70-00-7060-706000-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,80000,2021
4624,6200-70-00-7050-705091-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,60000,2021
4625,6200-70-00-7050-705093-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,50000,2021
4626,6200-70-00-7050-705094-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,50000,2021
4627,6200-70-00-7010-701060-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,48072,2021
4628,6200-70-00-7050-705092-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,40000,2021
4629,6200-70-00-7050-705010-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,35000,2021
4630,6200-70-00-7050-705025-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,30000,2021
4631,6200-70-72-7040-704086-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,13500,2021
4632,6200-70-00-7050-705030-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,10000,2021
4633,6200-70-00-7020-702010-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,9129,2021
4634,6200-70-72-7040-704087-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,8605,2021
4635,6200-70-00-7050-705040-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,8000,2021
4636,6200-70-72-7040-704070-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,6500,2021
4637,6200-70-00-7010-701012-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,6000,2021
4638,6200-70-72-7040-704088-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,6000,2021
4639,6200-70-00-7010-701010-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,5000,2021
4640,6200-70-00-7030-703010-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,5000,2021
4641,6200-70-00-7010-701014-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,3050,2021
4642,6200-70-72-7080-708070-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,2575,2021
4643,6200-70-00-7080-708030-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,2100,2021
4644,6200-70-00-7010-701011-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,2000,2021
4645,6200-70-00-7010-701016-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,2000,2021
4646,6200-70-71-7070-707086-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,1600,2021
4647,6200-70-71-7070-707010-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,1500,2021
4648,6200-70-71-7070-707085-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,1500,2021
4649,6200-70-72-7040-704091-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,1500,2021
4650,6200-70-71-7070-707087-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,1000,2021
4651,6200-70-72-7040-704010-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,1000,2021
4652,6200-70-72-7080-708060-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,250,2021
4653,6200-70-72-7040-704089-000000-000-522210,6200,6200 WS Operating,70,70 Charlotte Water,522210,522210 Specialty Departmental Supplie,25,2021
4654,1000-80-61-8085-000000-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,25202,2021
4655,1000-80-80-8045-804770-804012-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,18000,2021
4656,1000-80-80-8060-000000-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,17450,2021
4657,1000-80-80-8090-809014-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,10000,2021
4658,6300-80-51-8070-807010-000000-000-522210,6300,6300 SW Operating,80,80 General Services,522210,522210 Specialty Departmental Supplie,10000,2021
4659,1000-80-80-8010-000000-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,8638,2021
4660,1000-80-80-8090-809013-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,8500,2021
4661,1000-80-80-8090-809010-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,8300,2021
4662,1000-80-11-8094-809420-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,6640,2021
4663,1000-80-80-8060-800810-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,6000,2021
4664,1000-80-80-8090-809015-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,6000,2021
4665,1000-80-11-8094-809430-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,4150,2021
4666,1000-80-80-8040-801580-804016-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,3500,2021
4667,6300-80-51-8070-809680-000000-000-522210,6300,6300 SW Operating,80,80 General Services,522210,522210 Specialty Departmental Supplie,2690,2021
4668,1000-80-80-8090-809012-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,2500,2021
4669,1000-80-80-8090-809016-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,2500,2021
4670,1000-80-11-8094-809410-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,2000,2021
4671,1000-80-80-8090-809011-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,1250,2021
4672,1000-80-80-8030-000000-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,991,2021
4673,1000-80-80-8020-000000-000000-000-522210,1000,1000 General Fund,80,80 General Services,522210,522210 Specialty Departmental Supplie,400,2021
4674,1000-00-80-9084-904005-000000-000-522220,1000,1000 General Fund,0,00 Non Department,522220,522220 Equipment Maintenance,500,2021
4675,1000-18-11-1840-184010-000000-000-522220,1000,1000 General Fund,18,18 Innovation and Technology,522220,522220 Equipment Maintenance,350000,2021
4676,1000-18-11-1830-183020-000000-000-522220,1000,1000 General Fund,18,18 Innovation and Technology,522220,522220 Equipment Maintenance,43300,2021
4677,1000-18-11-1830-183040-000000-000-522220,1000,1000 General Fund,18,18 Innovation and Technology,522220,522220 Equipment Maintenance,500,2021
4678,1000-19-11-1942-000000-000000-000-522220,1000,1000 General Fund,19,19 Finance,522220,522220 Equipment Maintenance,1100,2021
4679,1000-19-11-1947-000000-000000-000-522220,1000,1000 General Fund,19,19 Finance,522220,522220 Equipment Maintenance,500,2021
4680,1000-30-30-3020-302051-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,95106,2021
4681,1000-30-30-3020-302041-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,86992,2021
4682,1000-30-30-3020-302052-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,25500,2021
4683,1000-30-30-3060-306011-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,25000,2021
4684,1000-30-30-3050-305018-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,14000,2021
4685,1000-30-30-3050-305032-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,14000,2021
4686,1000-30-30-3060-306047-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,10000,2021
4687,1000-30-30-3020-302050-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,9500,2021
4688,1000-30-30-3020-302025-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,8500,2021
4689,1000-30-30-3050-305031-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,8000,2021
4690,1000-30-30-3060-306041-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,7000,2021
4691,1000-30-30-3020-302042-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,5000,2021
4692,1000-30-30-3040-304031-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,3500,2021
4693,1000-30-30-3030-303011-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,3300,2021
4694,1000-30-30-3060-306046-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,3000,2021
4695,1000-30-30-3050-305022-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,2500,2021
4696,1000-30-30-3020-302021-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,2000,2021
4697,1000-30-30-3050-305001-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,2000,2021
4698,1000-30-30-3020-302045-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,500,2021
4699,1000-30-30-3020-302046-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,500,2021
4700,1000-30-30-3040-304034-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,500,2021
4701,1000-30-30-3020-302035-000000-000-522220,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522220,522220 Equipment Maintenance,109,2021
4702,6000-40-40-4040-404030-000000-985-522220,6000,6000 Airport Operating,40,40 Aviation,522220,522220 Equipment Maintenance,1500000,2021
4703,6000-40-40-4080-408050-000000-985-522220,6000,6000 Airport Operating,40,40 Aviation,522220,522220 Equipment Maintenance,280000,2021
4704,6000-40-40-4020-402050-000000-985-522220,6000,6000 Airport Operating,40,40 Aviation,522220,522220 Equipment Maintenance,6750,2021
4705,6000-40-40-4010-401014-000000-985-522220,6000,6000 Airport Operating,40,40 Aviation,522220,522220 Equipment Maintenance,2200,2021
4706,6000-40-40-4030-403090-000000-985-522220,6000,6000 Airport Operating,40,40 Aviation,522220,522220 Equipment Maintenance,500,2021
4707,6100-41-41-4150-415012-000000-000-522220,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522220,522220 Equipment Maintenance,6000000,2021
4708,6100-41-41-4160-416012-000000-000-522220,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522220,522220 Equipment Maintenance,3076878,2021
4709,6100-41-41-4150-415013-000000-000-522220,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522220,522220 Equipment Maintenance,571320,2021
4710,6100-41-41-4160-416013-000000-000-522220,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522220,522220 Equipment Maintenance,560000,2021
4711,6100-41-41-4160-416020-000000-000-522220,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522220,522220 Equipment Maintenance,327846,2021
4712,6100-41-41-4140-414030-000000-000-522220,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522220,522220 Equipment Maintenance,160000,2021
4713,6100-41-41-4120-412020-000000-000-522220,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522220,522220 Equipment Maintenance,115323,2021
