X,Y,OBJECTID,CRSH_ID,DATE_VAL_Y,DATE_VAL_M,DATE_VAL_1,DATE_VAL_D,DAY_OF_WEE,DAY_OF_W_1,MILT_TIME,CASE_NUM,CRSH_TYPE_,CRASH_TYPE,CRSH_LEVL,PRIMARY_CA,PRIMARY__1,SECONDARY_,SECONDARY1,LATITUDE,LONGITUDE,StreetID
1479031.43960601,562625.822731003,4062,1060854,2020,11,November,28,7,Saturday,128,20201128012800,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.283338,-80.745807,
1425588.42835601,539709.185231,4063,749101,2016,1,January,27,4,Wednesday,1512,20160127151200,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.217668,-80.923368,
1426733.977106,535782.25273101,4064,930163,2019,1,January,23,4,Wednesday,1425,20190123142500,20,Parked motor vehicle,1,8,Failure to reduce speed,0, ,35.206941,-80.919279,
1455742.947106,546172.807106003,4065,1023018,2020,4,April,17,6,Friday,2212,20200417221200,1,Ran off road right,1,30,Alcohol use,0, ,35.236988,-80.822819,
1408271.215856,500089.106481001,4066,975569,2019,10,October,1,3,Tuesday,2316,20191001231700,24,"Left turn, different roadways",2,4,Disregarded traffic signals,0, ,35.10789,-80.978694,
1464730.18898101,559681.185856014,4067,1006640,2020,3,March,4,4,Wednesday,1624,20200304162400,30,Angle,2,20,Inattention,0, ,35.274548,-80.793543,
1448518.695856,543254.875856012,4068,780409,2016,8,August,19,6,Friday,1747,20160819174700,14,Pedestrian,2,33,Unable to determine,0, ,35.228605,-80.846827,
1412411.15960601,566668.903981,4069,833707,2017,7,July,16,1,Sunday,2136,20170716213600,30,Angle,1,19,Failed to yield right of way,0, ,35.29102,-80.96927,
1429018.33148101,547211.465856001,4070,884346,2018,2,February,25,1,Sunday,48,20180225004800,3,Ran off road straight ahead,1,2,Disregarded stop sign,0, ,35.23846,-80.91237,
1413013.29585601,521914.985231012,4071,1051943,2020,10,October,16,6,Friday,1147,20201016114700,30,Angle,2,20,Inattention,0,None (no unusual conditions),35.168108,-80.964285,
1461969.27023101,524219.632106006,4072,973262,2019,9,September,23,2,Monday,1612,20190923161200,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.17699,-80.800637,
1436710.14585601,504801.129606009,4073,1071087,2020,8,August,27,5,Thursday,2251,20200827225100,14,Pedestrian,1,0,No contributing circumstance indicated,0,None (no unusual conditions),35.122355,-80.883919,
1450959.823356,514883.042731002,4074,930660,2019,1,January,27,1,Sunday,1823,20190127182300,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.150786,-80.836896,
1437439.43835601,525337.626481012,4075,971057,2016,7,July,15,6,Friday,1132,20160715113300,21,"Rear end, slow or stop",1,8,Failure to reduce speed,0, ,35.178811,-80.882783,
1410885.82710601,573378.632731006,4076,1050898,2020,9,September,5,7,Saturday,1740,20200905174000,23,"Left turn, same roadway",1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.309369,-80.974828,
1427675.526481,563188.490231007,4077,783982,2016,9,September,29,5,Thursday,2114,20160929210200,2,Ran off road left,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.28228,-80.9179,
1476811.088356,526419.468981013,4078,912031,2018,10,October,10,4,Wednesday,923,20181010092300,27,Head on,1,7,Exceeded safe speed for conditions,0, ,35.183763,-80.751106,
1469846.00335601,537965.162731007,4079,885365,2018,5,May,13,1,Sunday,643,20180513064300,2,Ran off road left,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.215142,-80.775104,
1483223.07710601,514983.83148101,4080,909735,2018,10,October,5,6,Friday,639,20181004063900,14,Pedestrian,1,20,Inattention,0, ,35.152655,-80.728983,
1460737.14210601,521035.880231008,4081,922739,2018,12,December,15,7,Saturday,1342,20181215134200,6,Crossed centerline/median,2,7,Exceeded safe speed for conditions,0, ,35.168182,-80.804566,
1464372.637731,557620.817106009,4082,851096,2017,10,October,28,7,Saturday,40,20171028004000,14,Pedestrian,1,0, ,0, ,35.26887,-80.794616,
1416954.90460601,504733.108981013,4083,857988,2017,12,December,10,1,Sunday,1655,20171210165500,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.12112,-80.949969,
1458062.67398101,566695.290856004,4084,1031739,2020,4,April,9,5,Thursday,2110,20200409211000,29,"Sideswipe, opposite direction",1,5,Disregarded road markings,0, ,35.293484,-80.816309,
1454308.96960601,573598.163981006,4085,850011,2017,10,October,20,6,Friday,223,20171020022300,2,Ran off road left,1,33,Unable to determine,0, ,35.312258,-80.829313,
1497528.30335601,541272.969606012,4086,1016159,2020,2,February,17,2,Monday,2300,20200217230100,15,Pedalcyclist,1,0, ,0, ,35.225554,-80.682622,
1440459.387106,530924.793981001,4087,938429,2018,1,January,13,7,Saturday,1925,20180113192500,14,Pedestrian,1,0, ,0, ,35.194317,-80.873031,
1457346.01398101,491575.467731014,4088,883324,2018,4,April,29,1,Sunday,1004,20180429100600,21,"Rear end, slow or stop",2,12,Improper lane change,0, ,35.087077,-80.81411,
1426460.79710601,536950.19023101,4089,769811,2016,6,June,21,3,Tuesday,1925,20160621192500,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.210135,-80.920269,
1458001.27148101,491265.020231009,4090,961571,2019,6,June,17,2,Monday,845,20190617084500,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.086257,-80.811901,
1406964.07648101,504220.807106003,4091,763801,2016,5,May,16,2,Monday,2155,20160516215500,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.1191688,-80.9833398,
1475741.570856,565352.392106012,4092,1044301,2020,3,March,25,4,Wednesday,2056,20200325205600,30,Angle,1,4,Disregarded traffic signals,0, ,35.290669,-80.756991,
1459567.59460601,472086.588981003,4093,843185,2017,9,September,20,4,Wednesday,1404,20170920140400,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.033647,-80.8055,
1424215.965856,504673.615231007,4094,893948,2018,7,July,5,5,Thursday,1430,20180705143000,47,Median barrier end (non-guardrail),2,34,Unknown,0, ,35.121346,-80.925687,
1470110.06273101,545065.412106007,4095,922316,2018,12,December,7,6,Friday,1311,20181207131100,28,"Sideswipe, same direction",1,6,Exceeded authorized speed limit,0, ,35.234661,-80.774645,
1459883.78460601,522414.593981013,4096,817570,2017,3,March,2,5,Thursday,1346,20170302134600,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.171927,-80.807505,
1445976.774606,562297.415856004,4097,1026700,2020,6,June,7,1,Sunday,2252,20200607225300,14,Pedestrian,2,0, ,0, ,35.280788,-80.85653,
1469328.36648101,546659.902731001,4098,793868,2016,12,December,4,1,Sunday,803,20161204080300,1,Ran off road right,2,7,Exceeded safe speed for conditions,0, ,35.239003,-80.777358,
1469875.23460601,542706.138981014,4099,1044795,2020,9,September,13,1,Sunday,1434,20200913143400,21,"Rear end, slow or stop",2,32,Other*,0, ,35.228168,-80.77529,
1462605.88085601,523924.168981001,4100,771677,2016,2,February,29,2,Monday,1010,20160229101000,31,Backing up,1,21,Improper backing,0, ,35.17621,-80.798489,
1421484.652731,505679.341481,4101,884693,2018,3,March,1,5,Thursday,1503,20180301150300,30,Angle,1,19,Failed to yield right of way,0, ,35.123963,-80.934885,
1440398.84273101,554787.861481011,4102,766687,2016,5,May,26,5,Thursday,1914,20160526191400,1,Ran off road right,1,32,Other*,0, ,35.25987,-80.874742,
1438377.417731,525045.388356,4103,860869,2017,12,December,27,4,Wednesday,1806,20171227180900,30,Angle,2,0,No contributing circumstance indicated,0, ,35.178057,-80.879626,
1475268.777731,536262.708356008,4104,808792,2017,3,March,11,7,Saturday,8,20170311000800,24,"Left turn, different roadways",2,9,Improper turn,0, ,35.21073,-80.75685,
1464397.309606,560421.76898101,4105,934504,2019,1,January,12,7,Saturday,2251,20190112225400,14,Pedestrian,1,0, ,0, ,35.276566,-80.794703,
1439072.73273101,512216.660856009,4106,794835,2016,12,December,10,7,Saturday,1725,20161210172500,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.14285,-80.876488,
1440889.03523101,554389.478981003,4107,950435,2019,5,May,23,5,Thursday,1826,20190523182600,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.258801,-80.873075,
1472241.39835601,556574.678356007,4108,770885,2016,6,June,26,1,Sunday,215,20160626021500,31,Backing up,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.266384,-80.768195,
1446490.65898101,556284.17460601,4109,1027250,2020,6,June,22,2,Monday,26,20200622002600,14,Pedestrian,2,0, ,0, ,35.264295,-80.854432,
1486723.789606,571948.70648101,4110,861990,2018,1,January,5,6,Friday,1143,20180105114300,27,Head on,2,20,Inattention,0, ,35.309319,-80.720576,
1446407.165231,528270.571481004,4111,904493,2018,8,August,31,6,Friday,1625,20180831162500,28,"Sideswipe, same direction",2,7,Exceeded safe speed for conditions,0, ,35.187332,-80.85296,
1473081.560231,561781.741481006,4112,795456,2016,12,December,1,5,Thursday,1556,20161201155600,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.28073,-80.765691,
1468291.83460601,550506.714606002,4113,754808,2016,3,March,12,7,Saturday,1754,20160312175400,21,"Rear end, slow or stop",2,0,No contributing circumstance indicated,0, ,35.24952,-80.78106,
1448811.97523101,549532.203356013,4114,1034644,2020,2,February,29,7,Saturday,1,20200229000100,28,"Sideswipe, same direction",2,33,Unable to determine,0, ,35.245865,-80.846236,
1455755.06335601,540602.92460601,4115,797755,2016,12,December,28,4,Wednesday,2045,20161228204500,22,"Rear end, turn",2,34,Unknown,0, ,35.221687,-80.822436,
1440067.53148101,555030.000856012,4116,884766,2018,5,May,10,5,Thursday,1009,20180510101700,23,"Left turn, same roadway",2,8,Failure to reduce speed,0, ,35.260518,-80.875867,
1423129.993356,519912.832106009,4117,796236,2016,12,December,17,7,Saturday,532,20161217053200,2,Ran off road left,1,0,No contributing circumstance indicated,0, ,35.163153,-80.930309,
1443030.44523101,542190.122731,4118,1057816,2020,11,November,14,7,Saturday,2342,20201114234200,25,"Right turn, same roadway",2,20,Inattention,0, ,35.225398,-80.865135,
1479285.043356,518291.53460601,4119,990788,2019,12,December,17,3,Tuesday,1619,20191217161900,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.161553,-80.74235,
1421416.82710601,577423.095231012,4120,824373,2017,6,June,1,5,Thursday,1559,20170601155900,28,"Sideswipe, same direction",2,12,Improper lane change,0, ,35.32105,-80.9398,
1446591.92273101,559147.775856003,4121,1007664,2020,3,March,8,1,Sunday,2024,20200308202400,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.272167,-80.854272,
1469569.948981,546291.938356012,4122,795103,2016,11,November,3,5,Thursday,2242,20161103224200,24,"Left turn, different roadways",1,0,No contributing circumstance indicated,0, ,35.238004,-80.776527,
1440451.58023101,537761.744606003,4123,923764,2018,12,December,21,6,Friday,1318,20181221131800,28,"Sideswipe, same direction",2,12,Improper lane change,0, ,35.213099,-80.873489,
1428323.39023101,543495.915231004,4124,986079,2019,8,August,30,6,Friday,2139,20190830213900,23,"Left turn, same roadway",1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.228216,-80.914457,
1482301.25273101,578450.405231014,4125,799562,2017,1,January,9,2,Monday,949,20170109094900,14,Pedestrian,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.326969,-80.735779,
1467201.903981,560680.961481005,4126,768334,2016,6,June,16,5,Thursday,454,20160616045400,14,Pedestrian,2,0, ,0, ,35.277417,-80.785323,
1449626.63148101,542721.650231004,4127,782919,2016,9,September,22,5,Thursday,145,20160922141000,31,Backing up,2,21,Improper backing,0, ,35.2271967,-80.8430844,
1445923.58398101,538003.681481004,4128,784258,2016,6,June,26,1,Sunday,51,20160626005100,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.214046,-80.855187,
1445743.807106,563055.278356001,4129,827288,2017,6,June,17,7,Saturday,2206,20170617220600,23,"Left turn, same roadway",2,0,No contributing circumstance indicated,0, ,35.282858,-80.857358,
1476656.50210601,533796.100856006,4130,907992,2018,9,September,26,4,Wednesday,601,20180926060100,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.204021,-80.752059,
1473071.338356,558924.845231012,4131,1047951,2020,9,September,19,7,Saturday,1804,20200919180400,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.272881,-80.765555,
1466603.684606,549684.554606006,4132,1066306,2020,12,December,20,1,Sunday,2212,20201220221200,14,Pedestrian,1,0, ,0, ,35.247178,-80.786664,
1478467.07960601,513081.088981003,4133,989314,2019,10,October,23,4,Wednesday,1954,20191023195400,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.147199,-80.74478,
1466186.90460601,511497.330231011,4134,866583,2017,1,January,24,3,Tuesday,625,20170106062700,15,Pedalcyclist,2,0, ,0,None (no unusual conditions),35.142248,-80.785759,
1475115.558981,526584.378981009,4135,860836,2017,10,October,1,1,Sunday,212,20171001021200,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.184016,-80.756845,
1464350.262106,557390.441481009,4136,979138,2019,6,June,1,7,Saturday,2320,20190601232000,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.268236,-80.794677,
1432894.67585601,549984.703356013,4137,962335,2019,7,July,22,2,Monday,929,20190722092900,30,Angle,2,34,Unknown,0, ,35.246283,-80.899568,
1452604.97398101,548318.910856009,4138,870040,2017,11,November,29,4,Wednesday,854,20171129085400,27,Head on,1,8,Failure to reduce speed,0, ,35.242725,-80.833459,
1439252.51460601,507711.61273101,4139,903043,2018,8,August,28,3,Tuesday,51,20180828005100,47,Median barrier end (non-guardrail),2,11,Crossed centerline/going wrong way,0, ,35.130483,-80.875602,
1479308.82898101,557197.650856003,4140,914883,2018,10,October,16,3,Tuesday,1720,20181016172000,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.268439,-80.744558,
1478547.61335601,512968.290231004,4141,804481,2017,2,February,11,7,Saturday,1351,20170211135100,24,"Left turn, different roadways",2,20,Inattention,0, ,35.146893,-80.744504,
1450913.872731,521751.547731012,4142,906373,2018,7,July,28,7,Saturday,2338,20180728233800,29,"Sideswipe, opposite direction",1,6,Exceeded authorized speed limit,0, ,35.169653,-80.837475,
1420624.67273101,561007.869606003,4143,989801,2019,12,December,4,4,Wednesday,1607,20191204160700,24,"Left turn, different roadways",1,19,Failed to yield right of way,0, ,35.275913,-80.941379,
1431966.917106,500725.125231013,4144,796237,2016,12,December,17,7,Saturday,544,20161217054400,2,Ran off road left,1,7,Exceeded safe speed for conditions,0, ,35.110909,-80.899518,
1414718.840231,555398.691481009,4145,1040487,2020,8,August,22,7,Saturday,1411,20200822141100,27,Head on,2,0,No contributing circumstance indicated,0, ,35.260185,-80.960792,
1485272.930856,565312.977731004,4146,780977,2016,9,September,10,7,Saturday,2032,20160910203200,27,Head on,2,5,Disregarded road markings,0, ,35.29102,-80.725052,
1421416.82710601,577423.095231012,4147,764051,2016,3,March,22,3,Tuesday,252,20160322025200,21,"Rear end, slow or stop",1,8,Failure to reduce speed,0, ,35.32105,-80.9398,
1473900.75335601,536661.510856003,4148,821185,2017,5,May,14,1,Sunday,57,20170514005700,2,Ran off road left,1,8,Failure to reduce speed,0, ,35.211759,-80.761453,
1427308.33585601,544030.589606002,4149,990974,2019,12,December,18,4,Wednesday,357,20191218035700,14,Pedestrian,2,19,Failed to yield right of way,0, ,35.229631,-80.91789,
1480025.84398101,540959.671481013,4150,833668,2016,1,January,15,6,Friday,1200,20160115120000,27,Head on,1,8,Failure to reduce speed,0, ,35.223864,-80.741202,
1498248.712731,535713.09710601,4151,1042342,2020,7,July,20,2,Monday,1138,20200720113800,14,Pedestrian,1,8,Failure to reduce speed,0, ,35.210313,-80.679895,
1434689.73273101,549784.778981,4152,980401,2019,9,September,28,7,Saturday,2239,20190928223900,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.245828,-80.893544,
1471274.54585601,541015.468981013,4153,948246,2019,5,May,11,7,Saturday,704,20190511070400,2,Ran off road left,2,0, ,0, ,35.223592,-80.770504,
1456870.043356,562118.240856007,4154,984092,2019,11,November,7,5,Thursday,1958,20191107195800,14,Pedestrian,1,6,Exceeded authorized speed limit,0, ,35.28085,-80.820024,
1486797.08273101,571563.775231004,4155,1016487,2019,8,August,2,6,Friday,2357,20190802235700,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.308265,-80.720308,
1468591.07710601,550625.836481005,4156,897192,2018,7,July,23,2,Monday,2159,20180723215900,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.249862,-80.780065,
1434768.93585601,549663.14398101,4157,985651,2019,11,November,21,5,Thursday,2224,20191121222400,30,Angle,2,4,Disregarded traffic signals,0, ,35.245498,-80.893271,
1489961.34585601,581760.20585601,4158,823440,2017,5,May,28,1,Sunday,238,20170528023800,19,Fixed object,2,6,Exceeded authorized speed limit,0, ,35.336427,-80.710292,
1453156.040231,540279.107106,4159,1052972,2020,8,August,31,2,Monday,238,20200831023800,27,Head on,2,30,Alcohol use,0, ,35.220666,-80.831117,
1450791.70835601,524048.12773101,4160,948399,2019,5,May,12,1,Sunday,423,20190512042300,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.175956,-80.838026,
1449896.42710601,538502.640231013,4161,1024683,2020,6,June,1,2,Monday,2047,20200601204700,13,Other non-collision*,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.21562,-80.841919,
1449612.98710601,542093.007731006,4162,935957,2019,2,February,24,1,Sunday,1222,20190224122200,30,Angle,2,0,No contributing circumstance indicated,0, ,35.225469,-80.843091,
1422099.46835601,559225.227731004,4163,876281,2018,2,February,19,2,Monday,638,20180219063800,2,Ran off road left,1,14,Overcorrected/oversteered,0, ,35.271095,-80.936322,
1485778.273981,541422.064606011,4164,793677,2016,10,October,27,5,Thursday,2008,20161027200800,28,"Sideswipe, same direction",1,14,Overcorrected/oversteered,0, ,35.22541,-80.72197,
1476222.167106,525020.095856011,4165,993956,2018,9,September,25,3,Tuesday,1950,20180925195000,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.17989,-80.752994,
1438745.78710601,538093.20585601,4166,993413,2019,7,July,16,3,Tuesday,2335,20190716233500,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.213921,-80.87922,
1467157.558356,508690.196481004,4167,1037213,2020,8,August,4,3,Tuesday,2245,20200804225100,21,"Rear end, slow or stop",2,19,Failed to yield right of way,0, ,35.134584,-80.782344,
1470828.67960601,537606.535856009,4168,867588,2017,8,August,7,2,Monday,19,20170806001900,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.214205,-80.771793,
1454406.92773101,546926.113981009,4169,804604,2017,2,February,3,6,Friday,1259,20170203125900,14,Pedestrian,1,20,Inattention,0, ,35.23899,-80.827339,
1412405.01960601,566660.289606005,4170,1056120,2020,10,October,13,3,Tuesday,2200,20201013220000,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.290996,-80.96929,
1439277.419606,555639.375231013,4171,1076587,2020,11,November,18,4,Wednesday,2153,20201118215300,23,"Left turn, same roadway",2,3,Disregarded other traffic signs,0, ,35.262151,-80.878552,
1410694.53023101,567978.904606014,4172,786777,2016,8,August,18,5,Thursday,1518,20160818151800,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.294525,-80.975109,
1415931.496481,504112.210856006,4173,1052372,2020,10,October,18,1,Sunday,2056,20201018205600,15,Pedalcyclist,2,0,No contributing circumstance indicated,0, ,35.119359,-80.95335,
1480415.27960601,545760.930231005,4174,842420,2017,9,September,1,6,Friday,1749,20170901174900,28,"Sideswipe, same direction",2,33,Unable to determine,0, ,35.237073,-80.74018,
1451677.745231,542588.738356009,4175,831212,2017,2,February,26,1,Sunday,7,20170226000700,20,Parked motor vehicle,2,0,No contributing circumstance indicated,0, ,35.226936,-80.836209,
1419685.948981,508441.980231002,4176,979129,2019,3,March,31,1,Sunday,124,20190331012400,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.131456,-80.94108,
1463127.06898101,539549.37835601,4177,886086,2018,2,February,24,7,Saturday,228,20180224022800,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.219162,-80.797692,
1478368.28148101,542259.522106007,4178,1042344,2020,7,July,22,4,Wednesday,2234,20200722223400,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.227355,-80.746828,
1450944.213981,557176.122106001,4179,928392,2018,12,December,21,6,Friday,144,20181221014400,14,Pedestrian,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.266973,-80.83957,
1477301.59585601,486646.421481013,4180,836216,2017,8,August,10,5,Thursday,622,20170810062200,14,Pedestrian,2,20,Inattention,0, ,35.074519,-80.747122,
1463724.977106,547648.212106004,4181,768294,2016,6,June,14,3,Tuesday,2234,20160614223400,1,Ran off road right,2,0, ,0, ,35.241441,-80.796181,
1467204.871481,532224.146481007,4182,788288,2016,7,July,25,2,Monday,1057,20160725105700,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.19924,-80.7836,
1497345.99085601,560997.507731006,4183,971933,2019,9,September,17,3,Tuesday,603,20190917060300,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.279734,-80.684353,
1486558.38085601,523060.502106011,4184,1039997,2020,6,June,27,7,Saturday,1604,20200627160400,48,Median barrier face (non-guardrail),1,6,Exceeded authorized speed limit,0, ,35.175003,-80.718294,
1484262.778356,531034.384606004,4185,780936,2016,9,September,9,6,Friday,1811,20160909181100,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.1968,-80.726439,
1417964.34398101,576966.942731008,4186,977248,2019,10,October,8,3,Tuesday,1709,20191008170900,23,"Left turn, same roadway",2,9,Improper turn,0, ,35.319611,-80.951342,
1491069.52148101,582267.848356009,4187,1071085,2020,5,May,7,5,Thursday,1805,20200507180800,27,Head on,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.337874,-80.706606,
1455774.62398101,527736.087731004,4188,787295,2016,8,August,20,7,Saturday,2340,20160820234000,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.18634,-80.82158,
1439154.508981,544379.197731003,4189,761340,2016,4,April,29,6,Friday,624,20160429062400,5,Overturn/rollover,2,6,Exceeded authorized speed limit,0, ,35.231211,-80.87825,
1423565.77273101,567718.662731007,4190,1027225,2020,5,May,3,1,Sunday,1738,20200503173800,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.294506,-80.931964,
1474259.60835601,533767.889606014,4191,794544,2016,12,December,9,6,Friday,1603,20161209160300,32,Other collision with vehicle*,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.203827,-80.76008,
1412868.227106,502447.972731009,4192,785815,2016,8,August,20,7,Saturday,212,20160820021200,2,Ran off road left,1,11,Crossed centerline/going wrong way,0, ,35.114621,-80.963482,
1449824.20335601,572108.621481001,4193,1062992,2020,8,August,8,7,Saturday,1540,20200808154000,21,"Rear end, slow or stop",1,8,Failure to reduce speed,0, ,35.307938,-80.844251,
1455318.355856,529203.028981,4194,845744,2017,10,October,3,3,Tuesday,2054,20171003205400,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.190347,-80.823197,
1440486.70460601,553242.793356001,4195,782444,2016,9,September,9,6,Friday,1223,20160909122300,1,Ran off road right,2,32,Other*,0, ,35.25563,-80.87435,
1479223.39148101,512139.248981014,4196,822481,2017,5,May,11,5,Thursday,1646,20170511164700,24,"Left turn, different roadways",1,19,Failed to yield right of way,0, ,35.144648,-80.742195,
1492019.340231,573303.937106013,4197,867392,2018,1,January,31,4,Wednesday,242,20180131024200,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.313293,-80.702906,
1448449.729606,538697.328981012,4198,839685,2017,7,July,8,7,Saturday,320,20170708032000,14,Pedestrian,1,7,Exceeded safe speed for conditions,0, ,35.216081,-80.846774,
1424623.775231,529621.463981003,4199,870372,2018,2,February,22,5,Thursday,1736,20180222173600,21,"Rear end, slow or stop",2,3,Disregarded other traffic signs,0, ,35.189904,-80.925942,
1446306.95585601,560671.390856013,4200,1076117,2020,12,December,15,3,Tuesday,27,20201215002700,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.276338,-80.855322,
1449977.49085601,538427.970856011,4201,1062872,2020,9,September,27,1,Sunday,337,20200927033700,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.215419,-80.841643,
1475165.06273101,535939.12773101,4202,993295,2019,12,December,29,1,Sunday,307,20191229030700,30,Angle,2,30,Alcohol use,0, ,35.209836,-80.757178,
1464293.02148101,556981.968981013,4203,833494,2016,3,March,9,4,Wednesday,1922,20160309192200,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.267111,-80.794844,
1430036.56460601,542606.401481003,4204,995209,2019,12,December,7,7,Saturday,2148,20191207214800,2,Ran off road left,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.225863,-80.908664,
1464768.852731,559970.710231006,4205,784919,2016,6,June,16,5,Thursday,844,20160616084400,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.2753453,-80.793431,
1420798.04585601,556989.008356005,4206,1005266,2019,10,October,26,7,Saturday,2050,20191026205000,21,"Rear end, slow or stop",1,33,Unable to determine,0, ,35.264882,-80.940535,
1427046.12585601,557730.593981013,4207,1035415,2020,7,July,21,3,Tuesday,302,20200721030200,27,Head on,2,11,Crossed centerline/going wrong way,0, ,35.267253,-80.919655,
1468687.52273101,552374.242106006,4208,900535,2018,5,May,4,6,Friday,110,20180504011000,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.25467,-80.779847,
1420289.75210601,535116.196481004,4209,773574,2016,7,July,14,5,Thursday,1418,20160714141800,14,Pedestrian,2,21,Improper backing,0, ,35.204767,-80.940805,
1477162.542106,533758.416481003,4210,904527,2018,9,September,6,5,Thursday,2056,20180906205600,26,"Right turn, different roadways",2,19,Failed to yield right of way,0, ,35.203942,-80.750363,
1466962.602731,509206.572106004,4211,1006744,2019,11,November,24,1,Sunday,1534,20191124153400,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.135993,-80.783027,
1445604.836481,571128.767731011,4212,1030999,2020,7,July,6,2,Monday,828,20200706082800,27,Head on,2,32,Other*,0, ,35.30503,-80.85833,
1495989.00523101,568025.770231009,4213,1035825,2020,5,May,18,2,Monday,1647,20200518164700,3,Ran off road straight ahead,1,2,Disregarded stop sign,0, ,35.298979,-80.6893,
1459222.36335601,521693.90960601,4214,866821,2017,10,October,27,6,Friday,2330,20171027233000,15,Pedalcyclist,2,0, ,0, ,35.169914,-80.809674,
1473686.822106,562937.254606009,4215,1002301,2019,11,November,23,7,Saturday,2325,20191123232500,2,Ran off road left,1,11,Crossed centerline/going wrong way,0, ,35.283934,-80.763732,
1468764.262731,552207.97210601,4216,970189,2019,4,April,17,4,Wednesday,2114,20190417211400,14,Pedestrian,1,3,Disregarded other traffic signs,0, ,35.254217,-80.77958,
1485070.32960601,567426.629606009,4217,901198,2018,8,August,11,7,Saturday,109,20180811010900,15,Pedalcyclist,1,6,Exceeded authorized speed limit,0, ,35.296817,-80.725854,
1466952.39648101,561844.083981007,4218,980852,2019,10,October,4,6,Friday,145,20191004014500,14,Pedestrian,1,0, ,0, ,35.2806,-80.786229,
1480265.105856,509701.865856007,4219,861889,2017,10,October,30,2,Monday,608,20171030060800,14,Pedestrian,1,28,Visibility obstructed,0, ,35.138002,-80.738568,
1464111.338981,566244.87835601,4220,758519,2016,4,April,3,1,Sunday,400,20160403040000,2,Ran off road left,2,30,Alcohol use,0, ,35.292549,-80.796014,
